845	17:00	17:11	17:19	17:34	17:47	17:58	18:17	18:30	18:41	18:55	19:13	19:25
667	17:10	17:21	17:29	17:43	17:56	-	18:25	-	-	18:50	19:07	19:20
149	17:20	17:31	17:39	-	-	-	18:20	-	-	-	-	19:05
1545	17:25	17:36	17:46	18:01	18:12	18:25	18:42	-	-	-	-	-
669	17:35	17:46	17:55	18:10	18:22	-	18:48	-	-	19:14	19:33	19:45
1245	17:40	17:51	17:59	-	-	-	18:40	-	-	-	19:18	19:30
849	18:00	18:11	18:19	18:34	18:47	18:58	19:17	19:30	19:41	19:55	20:13	20:25
673	18:10	18:21	18:29	18:43	18:56	-	19:25	-	-	19:50	20:07	20:20
153	18:20	18:31	18:39	-	-	-	19:20	-	-	-	-	20:05
1549	18:25	18:36	18:46	19:01	19:12	19:25	19:42	-	-	-	-	-
675	18:35	18:46	18:55	19:10	19:22	-	19:48	-	-	20:14	20:33	20:45
249	18:40	18:51	18:59	-	-	-	19:40	-	-	-	20:18	20:30
1327	18:50	19:01	19:10	-	-	-	19:54	20:06	20:17	20:30	20:48	21:00
853	19:00	19:11	19:19	19:34	19:47	19:58	20:17	20:30	20:41	20:55	21:13	21:25
1679	19:10	19:21	19:29	19:43	19:56	-	20:25	-	-	20:50	21:07	21:20
157	19:20	19:31	19:39	-	-	-	20:20	-	-	-	-	21:05
1553	19:25	19:36	19:46	20:01	20:12	20:25	20:42	-	-	-	-	-
681	19:35	19:46	19:55	20:10	20:22	-	20:48	-	-	21:14	21:33	21:45
1253	19:40	19:51	19:59	-	-	-	20:40	-	-	-	21:18	21:30
857	20:00	20:11	20:19	20:34	20:47	20:58	21:17	21:30	21:41	21:55	22:13	22:25
1685	20:10	20:21	20:29	20:43	20:56	-	21:25	-	-	21:50	22:07	22:20
161	20:20	20:31	20:39	-	-	-	21:20	-	-	-	-	22:05
1557	20:25	20:36	20:46	21:01	21:12	21:25	21:42	-	-	-	-	-
687	20:35	20:46	20:55	21:10	21:22	-	21:48	-	-	22:14	22:33	22:45
1257	20:40	20:51	20:59	-	-	-	21:40	-	-	-	22:18	22:30
861	21:00	21:11	21:19	21:34	21:47	21:58	22:17	22:30	22:41	22:55	23:13	23:25
165	21:20	21:31	21:39	-	-	-	22:20	-	-	-	-	23:05
693	21:30	21:41	21:50	22:05	22:17	-	22:43	-	-	23:09	23:28	23:40
333	21:45	21:56	-	22:15	-	-	22:49	23:01	23:12	23:24	23:42	23:55
1563	21:55	22:05	22:14	22:27	22:38	22:52	23:10	-	-	-	-	-
295	22:05	22:16	-	22:35	-	-	23:07	-	-	23:30	23:48	23:59
565	22:15	22:26	22:35	22:48	23:00	23:12	23:29	-	-	-	-	-
567	22:50	23:00	23:08	23:21	23:32	23:43	23:59	-	-	-	-	-
